Load	Stroke	Strain	Time
273.000000	0.164600	4.094000	0.886767
274.000000	0.164800	4.094000	0.887900
270.000000	0.165100	4.094000	0.889050
276.000000	0.165400	4.094000	0.890233
273.000000	0.165600	4.094000	0.891383
272.000000	0.165900	4.094000	0.892533
275.000000	0.165900	4.094000	0.893683
270.000000	0.166400	4.094000	0.894817
274.000000	0.166600	4.094000	0.895983
271.000000	0.166600	4.094000	0.897133
275.000000	0.166900	4.094000	0.898300
276.000000	0.167100	4.094000	0.899467
275.000000	0.167400	4.094000	0.900633
272.000000	0.167600	4.094000	0.903250
277.000000	0.168100	4.094000	0.904433
275.000000	0.168400	4.094000	0.905583
275.000000	0.168700	4.094000	0.906733
269.000000	0.168900	4.094000	0.907883
273.000000	0.169200	4.094000	0.909033
273.000000	0.169200	4.094000	0.910200
273.000000	0.169400	4.094000	0.911350
272.000000	0.169900	4.094000	0.912583
273.000000	0.169900	4.094000	0.913750
270.000000	0.170400	4.094000	0.914917
275.000000	0.170400	4.094000	0.916050
276.000000	0.170700	4.094000	0.917200
272.000000	0.170900	4.094000	0.918917
276.000000	0.171200	4.094000	0.920050
272.000000	0.171500	4.094000	0.921200
272.000000	0.171700	4.094000	0.922350
272.000000	0.172000	4.094000	0.923483
272.000000	0.172200	4.094000	0.924633
275.000000	0.172500	4.094000	0.925800
275.000000	0.172700	4.094000	0.926950
274.000000	0.173000	4.094000	0.928117
272.000000	0.173200	4.094000	0.929267
271.000000	0.173500	4.094000	0.930400
271.000000	0.173500	4.094000	0.931550
273.000000	0.174000	4.094000	0.932717
276.000000	0.174000	4.094000	0.933867
272.000000	0.174200	4.094000	0.935567
273.000000	0.174800	4.094000	0.936717
275.000000	0.175000	4.094000	0.937867
268.000000	0.175000	4.094000	0.939033
273.000000	0.175300	4.094000	0.940200
270.000000	0.175500	4.094000	0.941333
275.000000	0.175800	4.094000	0.942483
274.000000	0.176000	4.094000	0.943650
272.000000	0.176300	4.094000	0.944783
272.000000	0.176500	4.094000	0.945950
268.000000	0.176800	4.094000	0.947133
274.000000	0.177000	4.094000	0.948283
273.000000	0.177300	4.094000	0.949450
273.000000	0.177500	4.094000	0.950633
272.000000	0.177500	4.094000	0.952333
273.000000	0.178100	4.094000	0.953483
270.000000	0.178300	4.094000	0.954650
272.000000	0.178600	4.094000	0.955783
273.000000	0.178600	4.094000	0.956950
272.000000	0.178800	4.094000	0.958133
274.000000	0.179100	4.094000	0.959283
269.000000	0.179300	4.094000	0.960450
271.000000	0.179600	4.094000	0.961633
274.000000	0.179800	4.094000	0.962783
273.000000	0.180100	4.094000	0.963950
270.000000	0.180300	4.094000	0.965650
271.000000	0.180600	4.094000	0.966783
271.000000	0.180800	4.094000	0.967950
268.000000	0.181100	4.094000	0.970550
271.000000	0.181600	4.094000	0.971700
273.000000	0.181900	4.094000	0.972867
267.000000	0.182100	4.094000	0.974050
272.000000	0.182400	4.094000	0.975200
270.000000	0.182600	4.094000	0.976367
273.000000	0.182900	4.094000	0.977517
271.000000	0.183100	4.094000	0.978650
273.000000	0.183100	4.094000	0.979800
273.000000	0.183400	4.094000	0.980950
271.000000	0.183600	4.094000	0.982083
269.000000	0.183900	4.094000	0.983400
270.000000	0.184200	4.094000	0.984550
272.000000	0.184400	4.094000	0.987133
273.000000	0.184900	4.094000	0.988300
270.000000	0.185200	4.094000	0.989450
274.000000	0.185400	4.094000	0.990600
275.000000	0.185400	4.094000	0.991767
272.000000	0.185700	4.094000	0.992900
267.000000	0.186200	4.094000	0.994050
272.000000	0.186200	4.094000	0.995217
272.000000	0.186700	4.094000	0.996350
272.000000	0.186900	4.094000	0.997500
268.000000	0.186900	4.094000	0.998667
271.000000	0.187200	4.094000	0.999800
269.000000	0.187500	4.094000	1.000967
268.000000	0.187700	4.094000	1.002150
270.000000	0.188000	4.094000	1.003850
271.000000	0.188200	4.094000	1.005000
273.000000	0.188500	4.094000	1.006167
269.000000	0.188700	4.094000	1.007300
271.000000	0.189000	4.094000	1.008450
268.000000	0.189200	4.094000	1.009633
272.000000	0.189200	4.094000	1.010833
270.000000	0.189700	4.094000	1.011983
272.000000	0.190000	4.094000	1.013150
272.000000	0.190200	4.094000	1.014300
268.000000	0.190500	4.094000	1.015450
271.000000	0.190800	4.094000	1.016767
270.000000	0.190800	4.094000	1.017900
271.000000	0.191300	4.094000	1.019050
271.000000	0.191300	4.094000	1.020883
270.000000	0.191800	4.094000	1.022050
267.000000	0.191800	4.094000	1.023200
269.000000	0.192000	4.094000	1.024383
270.000000	0.192300	4.094000	1.025533
271.000000	0.192500	4.094000	1.026700
268.000000	0.192800	4.094000	1.027850
272.000000	0.193000	4.094000	1.028983
272.000000	0.193300	4.094000	1.030133
266.000000	0.193500	4.094000	1.031300
272.000000	0.193800	4.094000	1.032467
271.000000	0.194100	4.094000	1.033617
272.000000	0.194300	4.094000	1.034767
270.000000	0.194600	4.094000	1.035900
274.000000	0.194800	4.094000	1.038517
267.000000	0.195300	4.094000	1.039650
268.000000	0.195300	4.094000	1.040800
269.000000	0.195600	4.094000	1.041967
271.000000	0.195800	4.094000	1.043117
269.000000	0.196100	4.094000	1.044283
268.000000	0.196300	4.094000	1.045467
269.000000	0.196600	4.094000	1.046617
273.000000	0.196900	4.094000	1.047783
275.000000	0.197100	4.094000	1.048967
269.000000	0.197400	4.094000	1.050117
265.000000	0.197400	4.094000	1.051283
271.000000	0.197900	4.094000	1.052433
266.000000	0.197900	4.094000	1.054200
269.000000	0.198400	4.094000	1.055367
270.000000	0.198600	4.094000	1.056550
266.000000	0.198900	4.094000	1.057700
272.000000	0.199100	4.094000	1.058867
271.000000	0.199400	4.094000	1.060017
265.000000	0.199400	4.094000	1.061150
271.000000	0.199600	4.094000	1.062300
271.000000	0.199900	4.094000	1.063467
268.000000	0.200200	4.094000	1.064617
270.000000	0.200400	4.094000	1.066317
272.000000	0.200900	4.094000	1.067483
268.000000	0.200900	4.094000	1.068617
274.000000	0.201200	4.094000	1.069783
267.000000	0.201400	4.094000	1.072383
265.000000	0.201900	4.094000	1.073533
273.000000	0.202200	4.094000	1.074700
272.000000	0.202400	4.094000	1.075883
270.000000	0.202700	4.094000	1.077033
271.000000	0.202900	4.094000	1.078200
265.000000	0.203200	4.094000	1.079383
271.000000	0.203500	4.094000	1.080533
270.000000	0.203700	4.094000	1.081700
271.000000	0.204000	4.094000	1.082850
271.000000	0.204000	4.094000	1.084000
269.000000	0.204200	4.094000	1.085150
266.000000	0.204500	4.094000	1.086300
270.000000	0.204700	4.094000	1.088117
268.000000	0.205200	4.094000	1.089283
268.000000	0.205200	4.094000	1.090467
266.000000	0.205500	4.094000	1.091733
268.000000	0.205700	4.094000	1.092883
265.000000	0.206000	4.094000	1.094050
263.000000	0.206200	4.094000	1.095217
270.000000	0.206500	4.094000	1.096383
275.000000	0.206800	4.094000	1.097567
270.000000	0.207000	4.094000	1.098717
266.000000	0.207300	4.094000	1.100067
271.000000	0.207500	4.094000	1.101233
269.000000	0.207800	4.094000	1.102383
266.000000	0.208000	4.094000	1.103550
269.000000	0.208300	4.094000	1.105250
267.000000	0.208500	4.094000	1.106400
272.000000	0.208800	4.094000	1.107567
270.000000	0.209000	4.094000	1.108750
271.000000	0.209000	4.094000	1.109900
267.000000	0.209600	4.094000	1.111067
271.000000	0.209600	4.094000	1.112250
271.000000	0.210100	4.094000	1.113400
270.000000	0.210100	4.094000	1.114567
271.000000	0.210600	4.094000	1.115733
266.000000	0.210600	4.094000	1.116883
271.000000	0.210800	4.094000	1.118050
270.000000	0.211100	4.094000	1.119233
271.000000	0.211300	4.094000	1.120383
266.000000	0.211600	4.094000	1.122083
271.000000	0.211800	4.094000	1.123250
267.000000	0.212100	4.094000	1.124400
267.000000	0.212300	4.094000	1.125567
271.000000	0.212600	4.094000	1.126750
270.000000	0.212900	4.094000	1.127900
272.000000	0.213100	4.094000	1.129233
278.000000	0.213400	4.094000	1.130400
269.000000	0.213600	4.094000	1.131567
265.000000	0.213900	4.094000	1.132733
274.000000	0.214100	4.094000	1.133900
269.000000	0.214100	4.094000	1.135050
269.000000	0.214600	4.094000	1.136217
266.000000	0.214600	4.094000	1.137583
275.000000	0.214900	4.094000	1.139317
268.000000	0.215400	4.094000	1.140483
265.000000	0.215600	4.094000	1.141767
271.000000	0.215600	4.094000	1.142917
267.000000	0.216200	4.094000	1.144083
268.000000	0.216200	4.094000	1.145267
274.000000	0.216700	4.094000	1.146417
268.000000	0.216900	4.094000	1.147583
274.000000	0.217200	4.094000	1.148750
267.000000	0.217200	4.094000	1.150067
271.000000	0.217400	4.094000	1.151217
265.000000	0.217700	4.094000	1.152400
265.000000	0.217900	4.094000	1.153550
266.000000	0.218200	4.094000	1.154717
270.000000	0.218400	4.094000	1.156500
269.000000	0.218700	4.094000	1.157633
265.000000	0.218900	4.094000	1.158783
267.000000	0.219200	4.094000	1.159967
268.000000	0.219500	4.094000	1.161117
271.000000	0.219700	4.094000	1.162283
270.000000	0.220000	4.094000	1.163467
270.000000	0.220200	4.094000	1.164633
267.000000	0.220500	4.094000	1.166333
270.000000	0.220700	4.094000	1.167500
270.000000	0.221000	4.094000	1.168633
267.000000	0.221200	4.094000	1.169800
271.000000	0.221500	4.094000	1.170967
268.000000	0.221700	4.094000	1.172117
266.000000	0.221700	4.094000	1.173850
269.000000	0.222300	4.094000	1.175083
270.000000	0.222500	4.094000	1.176233
268.000000	0.222800	4.094000	1.177400
267.000000	0.223000	4.094000	1.178567
274.000000	0.223300	4.094000	1.179717
269.000000	0.223300	4.094000	1.180883
272.000000	0.223800	4.094000	1.182050
268.000000	0.223800	4.094000	1.183400
274.000000	0.224300	4.094000	1.184550
266.000000	0.224300	4.094000	1.185717
267.000000	0.224500	4.094000	1.186850
267.000000	0.224800	4.094000	1.188017
268.000000	0.225000	4.094000	1.189200
271.000000	0.225300	4.094000	1.191800
267.000000	0.225800	4.094000	1.192967
265.000000	0.226100	4.094000	1.194100
271.000000	0.226300	4.094000	1.195267
270.000000	0.226600	4.094000	1.196467
270.000000	0.226800	4.094000	1.197617
268.000000	0.227100	4.094000	1.198783
267.000000	0.227300	4.094000	1.200067
273.000000	0.227600	4.094000	1.201217
270.000000	0.227600	4.094000	1.202383
267.000000	0.227800	4.094000	1.203550
269.000000	0.228100	4.094000	1.204683
269.000000	0.228300	4.094000	1.205850
268.000000	0.228600	4.094000	1.208467
267.000000	0.229100	4.094000	1.209600
266.000000	0.229400	4.094000	1.210767
269.000000	0.229600	4.094000	1.211950
269.000000	0.229900	4.094000	1.213100
274.000000	0.230100	4.094000	1.214250
274.000000	0.230400	4.094000	1.215417
270.000000	0.230600	4.094000	1.216717
270.000000	0.230900	4.094000	1.217867
271.000000	0.231100	4.094000	1.219033
266.000000	0.231400	4.094000	1.220183
268.000000	0.231600	4.094000	1.221350
268.000000	0.231600	4.094000	1.222517
272.000000	0.231900	4.094000	1.225083
269.000000	0.232400	4.094000	1.226250
268.000000	0.232700	4.094000	1.227383
271.000000	0.232900	4.094000	1.228533
265.000000	0.233200	4.094000	1.229700
270.000000	0.233400	4.094000	1.230833
274.000000	0.233700	4.094000	1.231983
268.000000	0.233900	4.094000	1.233150
270.000000	0.234200	4.094000	1.234283
270.000000	0.234400	4.094000	1.235433
265.000000	0.234400	4.094000	1.236617
268.000000	0.235000	4.094000	1.237750
275.000000	0.235000	4.094000	1.238900
266.000000	0.235200	4.094000	1.240067
269.000000	0.235500	4.094000	1.242650
269.000000	0.236000	4.094000	1.243817
265.000000	0.236200	4.094000	1.244967
266.000000	0.236500	4.094000	1.246117
267.000000	0.236700	4.094000	1.247283
273.000000	0.237000	4.094000	1.248433
269.000000	0.237200	4.094000	1.249600
267.000000	0.237500	4.094000	1.250783
266.000000	0.237500	4.094000	1.251917
268.000000	0.237700	4.094000	1.253067
265.000000	0.238000	4.094000	1.254233
267.000000	0.238300	4.094000	1.255367
269.000000	0.238500	4.094000	1.256517
265.000000	0.238800	4.094000	1.257683
265.000000	0.239000	4.094000	1.259400
266.000000	0.239300	4.094000	1.260550
272.000000	0.239500	4.094000	1.261717
269.000000	0.239800	4.094000	1.262867
268.000000	0.240000	4.094000	1.264017
268.000000	0.240300	4.094000	1.265200
265.000000	0.240500	4.094000	1.266883
268.000000	0.240800	4.094000	1.268033
268.000000	0.241000	4.094000	1.269200
271.000000	0.241300	4.094000	1.270350
267.000000	0.241600	4.094000	1.271517
267.000000	0.241800	4.094000	1.272683
267.000000	0.242100	4.094000	1.273817
268.000000	0.242100	4.094000	1.275050
267.000000	0.242600	4.094000	1.276767
267.000000	0.242800	4.094000	1.277900
270.000000	0.243100	4.094000	1.279217
265.000000	0.243300	4.094000	1.280383
270.000000	0.243600	4.094000	1.281517
268.000000	0.243800	4.094000	1.282667
265.000000	0.244100	4.094000	1.283833
264.000000	0.244100	4.094000	1.284967
264.000000	0.244300	4.094000	1.286117
266.000000	0.244600	4.094000	1.287300
269.000000	0.244900	4.094000	1.288433
272.000000	0.245100	4.094000	1.289600
264.000000	0.245400	4.094000	1.290783
266.000000	0.245600	4.094000	1.291917
265.000000	0.245900	4.094000	1.293650
267.000000	0.246100	4.094000	1.294817
270.000000	0.246400	4.094000	1.295950
273.000000	0.246600	4.094000	1.297100
269.000000	0.246900	4.094000	1.298283
263.000000	0.247100	4.094000	1.299433
269.000000	0.247400	4.094000	1.300583
267.000000	0.247700	4.094000	1.301750
268.000000	0.247900	4.094000	1.302883
268.000000	0.247900	4.094000	1.304233
269.000000	0.248200	4.094000	1.305400
268.000000	0.248700	4.094000	1.306533
271.000000	0.248700	4.094000	1.307683
264.000000	0.248900	4.094000	1.308867
271.000000	0.249200	4.094000	1.310567
269.000000	0.249700	4.094000	1.311717
270.000000	0.249900	4.094000	1.312883
272.000000	0.250200	4.094000	1.314017
265.000000	0.250200	4.094000	1.315183
264.000000	0.250400	4.094000	1.316367
265.000000	0.250700	4.094000	1.317517
268.000000	0.251000	4.094000	1.318683
269.000000	0.251200	4.094000	1.319867
266.000000	0.251500	4.094000	1.321017
267.000000	0.251700	4.094000	1.322183
270.000000	0.251700	4.094000	1.323367
266.000000	0.252200	4.094000	1.324517
267.000000	0.252200	4.094000	1.325683
268.000000	0.252500	4.094000	1.327417
266.000000	0.253000	4.094000	1.328550
265.000000	0.253200	4.094000	1.329700
268.000000	0.253500	4.094000	1.330867
265.000000	0.253700	4.094000	1.332033
270.000000	0.253700	4.094000	1.333400
265.000000	0.254300	4.094000	1.334567
269.000000	0.254300	4.094000	1.335700
266.000000	0.254500	4.094000	1.336850
266.000000	0.254800	4.094000	1.338033
268.000000	0.255000	4.094000	1.339183
268.000000	0.255300	4.094000	1.340350
268.000000	0.255500	4.094000	1.341750
267.000000	0.255800	4.094000	1.342883
270.000000	0.256000	4.094000	1.345500
269.000000	0.256500	4.094000	1.346633
266.000000	0.256800	4.094000	1.347783
272.000000	0.257000	4.094000	1.348950
270.000000	0.257300	4.094000	1.350100
272.000000	0.257600	4.094000	1.351267
268.000000	0.257800	4.094000	1.352450
266.000000	0.258100	4.094000	1.353600
268.000000	0.258100	4.094000	1.354767
269.000000	0.258300	4.094000	1.355950
264.000000	0.258600	4.094000	1.357100
267.000000	0.258800	4.094000	1.358383
270.000000	0.259100	4.094000	1.359550
270.000000	0.259300	4.094000	1.361233
269.000000	0.259600	4.094000	1.362567
265.000000	0.259800	4.094000	1.363733
272.000000	0.260100	4.094000	1.364867
266.000000	0.260400	4.094000	1.366733
266.000000	0.260900	4.094000	1.367900
270.000000	0.261100	4.094000	1.369050
266.000000	0.261400	4.094000	1.370200
270.000000	0.261600	4.094000	1.371367
266.000000	0.261900	4.094000	1.372517
269.000000	0.261900	4.094000	1.373683
273.000000	0.262100	4.094000	1.375067
268.000000	0.262400	4.094000	1.376200
271.000000	0.262600	4.094000	1.377900
269.000000	0.262900	4.094000	1.379250
268.000000	0.263400	4.094000	1.380383
274.000000	0.263700	4.094000	1.381533
266.000000	0.263900	4.094000	1.382700
266.000000	0.263900	4.094000	1.383850
267.000000	0.264200	4.094000	1.385017
268.000000	0.264400	4.094000	1.386200
266.000000	0.264700	4.094000	1.387550
267.000000	0.264900	4.094000	1.388717
268.000000	0.265200	4.094000	1.389900
269.000000	0.265400	4.094000	1.391050
268.000000	0.265700	4.094000	1.392217
270.000000	0.265900	4.094000	1.393400
268.000000	0.266200	4.094000	1.396017
270.000000	0.266700	4.094000	1.397200
267.000000	0.267000	4.094000	1.398350
267.000000	0.267200	4.094000	1.399517
271.000000	0.267500	4.094000	1.400700
267.000000	0.267700	4.094000	1.401850
267.000000	0.268000	4.094000	1.403017
265.000000	0.268000	4.094000	1.404233
268.000000	0.268200	4.094000	1.405383
269.000000	0.268500	4.094000	1.406550
266.000000	0.268700	4.094000	1.407733
268.000000	0.269000	4.094000	1.408883
268.000000	0.269200	4.094000	1.410050
266.000000	0.269500	4.094000	1.411817
270.000000	0.270000	4.094000	1.412967
267.000000	0.270000	4.094000	1.414133
268.000000	0.270300	4.094000	1.415317
269.000000	0.270500	4.094000	1.416467
268.000000	0.270800	4.094000	1.417633
271.000000	0.271000	4.094000	1.418817
269.000000	0.271300	4.094000	1.419983
268.000000	0.271500	4.094000	1.421150
268.000000	0.271500	4.094000	1.422333
268.000000	0.272000	4.094000	1.423500
268.000000	0.272000	4.094000	1.424667
266.000000	0.272300	4.094000	1.425850
268.000000	0.272500	4.094000	1.427000
270.000000	0.272800	4.094000	1.428733
265.000000	0.273300	4.094000	1.429917
268.000000	0.273600	4.094000	1.431067
269.000000	0.273800	4.094000	1.432233
268.000000	0.273800	4.094000	1.433417
269.000000	0.274100	4.094000	1.434567
270.000000	0.274300	4.094000	1.435733
272.000000	0.274600	4.094000	1.436917
266.000000	0.274800	4.094000	1.438067
265.000000	0.275100	4.094000	1.439233
268.000000	0.275300	4.094000	1.440417
267.000000	0.275600	4.094000	1.441717
270.000000	0.275800	4.094000	1.442883
269.000000	0.275800	4.094000	1.444050
267.000000	0.276100	4.094000	1.445850
269.000000	0.276600	4.094000	1.447017
268.000000	0.276900	4.094000	1.448200
270.000000	0.277100	4.094000	1.449350
269.000000	0.277400	4.094000	1.450517
265.000000	0.277600	4.094000	1.451700
269.000000	0.277900	4.094000	1.452850
270.000000	0.277900	4.094000	1.454233
267.000000	0.278400	4.094000	1.455417
266.000000	0.278400	4.094000	1.456567
268.000000	0.278900	4.094000	1.457733
264.000000	0.278900	4.094000	1.458917
264.000000	0.279100	4.094000	1.460050
264.000000	0.279400	4.094000	1.461200
269.000000	0.279700	4.094000	1.463150
267.000000	0.280200	4.094000	1.464283
269.000000	0.280400	4.094000	1.466017
268.000000	0.280700	4.094000	1.467200
262.000000	0.280900	4.094000	1.468350
268.000000	0.281200	4.094000	1.469517
266.000000	0.281400	4.094000	1.470900
267.000000	0.281700	4.094000	1.472050
266.000000	0.281900	4.094000	1.473200
269.000000	0.282200	4.094000	1.474383
265.000000	0.282200	4.094000	1.475533
262.000000	0.282400	4.094000	1.476700
267.000000	0.282700	4.094000	1.477867
271.000000	0.283000	4.094000	1.479800
272.000000	0.283500	4.094000	1.480967
270.000000	0.283700	4.094000	1.482133
270.000000	0.284000	4.094000	1.483383
267.000000	0.284200	4.094000	1.484533
268.000000	0.284200	4.094000	1.485700
268.000000	0.284500	4.094000	1.486867
266.000000	0.284700	4.094000	1.488033
260.000000	0.285200	4.094000	1.489217
268.000000	0.285200	4.094000	1.490350
265.000000	0.285500	4.094000	1.491700
267.000000	0.285800	4.094000	1.492867
268.000000	0.286000	4.094000	1.494017
267.000000	0.286300	4.094000	1.495183
267.000000	0.286500	4.094000	1.496917
263.000000	0.286800	4.094000	1.498050
263.000000	0.287000	4.094000	1.499200
264.000000	0.287300	4.094000	1.500367
264.000000	0.287500	4.094000	1.501500
269.000000	0.287800	4.094000	1.502667
264.000000	0.288000	4.094000	1.503850
267.000000	0.288300	4.094000	1.505000
268.000000	0.288300	4.094000	1.506167
266.000000	0.288800	4.094000	1.507350
270.000000	0.288800	4.094000	1.508500
267.000000	0.289100	4.094000	1.509667
261.000000	0.289300	4.094000	1.510850
269.000000	0.289600	4.094000	1.512000
266.000000	0.290100	4.094000	1.513700
264.000000	0.290300	4.094000	1.514867
271.000000	0.290300	4.094000	1.516000
264.000000	0.290600	4.094000	1.517167
264.000000	0.290800	4.094000	1.518350
265.000000	0.291100	4.094000	1.519500
272.000000	0.291300	4.094000	1.520867
267.000000	0.291600	4.094000	1.522033
268.000000	0.291800	4.094000	1.523167
271.000000	0.292100	4.094000	1.524333
266.000000	0.292400	4.094000	1.525517
264.000000	0.292600	4.094000	1.526667
264.000000	0.292900	4.094000	1.527833
263.000000	0.292900	4.094000	1.529200
264.000000	0.293400	4.094000	1.530900
266.000000	0.293600	4.094000	1.532050
263.000000	0.293900	4.094000	1.533367
263.000000	0.294100	4.094000	1.534500
267.000000	0.294400	4.094000	1.535667
267.000000	0.294600	4.094000	1.536850
269.000000	0.294900	4.094000	1.538000
263.000000	0.295100	4.094000	1.539150
265.000000	0.295400	4.094000	1.540317
264.000000	0.295400	4.094000	1.541467
266.000000	0.295700	4.094000	1.542617
265.000000	0.295900	4.094000	1.543783
267.000000	0.296200	4.094000	1.544917
264.000000	0.296400	4.094000	1.546067
265.000000	0.296700	4.094000	1.547800
264.000000	0.296900	4.094000	1.548933
264.000000	0.297200	4.094000	1.550083
269.000000	0.297400	4.094000	1.551267
264.000000	0.297700	4.094000	1.552417
269.000000	0.297900	4.094000	1.553567
263.000000	0.298200	4.094000	1.554733
264.000000	0.298500	4.094000	1.555867
263.000000	0.298500	4.094000	1.557017
265.000000	0.298700	4.094000	1.558383
263.000000	0.299000	4.094000	1.559533
268.000000	0.299500	4.094000	1.560683
266.000000	0.299500	4.094000	1.561850
264.000000	0.300000	4.094000	1.563000
263.000000	0.300000	4.094000	1.565300
265.000000	0.300500	4.094000	1.566433
264.000000	0.300700	4.094000	1.567583
270.000000	0.301000	4.094000	1.568767
264.000000	0.301200	4.094000	1.569917
266.000000	0.301500	4.094000	1.571067
261.000000	0.301800	4.094000	1.572250
267.000000	0.302000	4.094000	1.573383
263.000000	0.302000	4.094000	1.574533
265.000000	0.302500	4.094000	1.575700
268.000000	0.302500	4.094000	1.576850
265.000000	0.302800	4.094000	1.578000
260.000000	0.303300	4.094000	1.579217
264.000000	0.303300	4.094000	1.580350
265.000000	0.303500	4.094000	1.582050
263.000000	0.303800	4.094000	1.583400
264.000000	0.304000	4.094000	1.584533
262.000000	0.304300	4.094000	1.585683
267.000000	0.304500	4.094000	1.586850
264.000000	0.304800	4.094000	1.588000
264.000000	0.305100	4.094000	1.589167
263.000000	0.305300	4.094000	1.590300
263.000000	0.305600	4.094000	1.591450
265.000000	0.305600	4.094000	1.592600
266.000000	0.306100	4.094000	1.593767
266.000000	0.306100	4.094000	1.594917
263.000000	0.306300	4.094000	1.596083
261.000000	0.306600	4.094000	1.597267
263.000000	0.306800	4.094000	1.598967
265.000000	0.307300	4.094000	1.600117
266.000000	0.307600	4.094000	1.601283
267.000000	0.307600	4.094000	1.602433
265.000000	0.308100	4.094000	1.603583
264.000000	0.308100	4.094000	1.604767
264.000000	0.308400	4.094000	1.605917
268.000000	0.308600	4.094000	1.607083
265.000000	0.308900	4.094000	1.608383
261.000000	0.309100	4.094000	1.609533
264.000000	0.309400	4.094000	1.610683
262.000000	0.309600	4.094000	1.611850
263.000000	0.309600	4.094000	1.613000
260.000000	0.310400	4.094000	1.614167
261.000000	0.310400	4.094000	1.615900
257.000000	0.310600	4.094000	1.617033
260.000000	0.310900	4.094000	1.618183
268.000000	0.311200	4.094000	1.619350
263.000000	0.311400	4.094000	1.620500
263.000000	0.311700	4.094000	1.621667
258.000000	0.311900	4.094000	1.622850
264.000000	0.311900	4.094000	1.624000
265.000000	0.312200	4.094000	1.625167
261.000000	0.312200	4.094000	1.626350
260.000000	0.312900	4.094000	1.627500
258.000000	0.312900	4.094000	1.628683
257.000000	0.313400	4.094000	1.629850
260.000000	0.313400	4.094000	1.631000
262.000000	0.313700	4.094000	1.632717
261.000000	0.313900	4.094000	1.633883
261.000000	0.314200	4.094000	1.635033
259.000000	0.314500	4.094000	1.636183
261.000000	0.314700	4.094000	1.637550
256.000000	0.315000	4.094000	1.638683
262.000000	0.315000	4.094000	1.639833
260.000000	0.315500	4.094000	1.641017
260.000000	0.316000	4.094000	1.642167
259.000000	0.315700	4.094000	1.643333
259.000000	0.316200	4.094000	1.644517
258.000000	0.316500	4.094000	1.645867
256.000000	0.316500	4.094000	1.647017
256.000000	0.317000	4.094000	1.648183
266.000000	0.316700	4.094000	1.649983
252.000000	0.317500	4.094000	1.651133
253.000000	0.317800	4.094000	1.652300
258.000000	0.318000	4.094000	1.653433
256.000000	0.318000	4.094000	1.654583
259.000000	0.318500	4.094000	1.655767
259.000000	0.318500	4.094000	1.656917
253.000000	0.318800	4.094000	1.658083
254.000000	0.319000	4.094000	1.659267
258.000000	0.319300	4.094000	1.660417
251.000000	0.319500	4.094000	1.661583
252.000000	0.319800	4.094000	1.662767
247.000000	0.320000	4.094000	1.663917
250.000000	0.320300	4.094000	1.665083
254.000000	0.320500	4.094000	1.667900
247.000000	0.321100	4.094000	1.669033
248.000000	0.321300	4.094000	1.670183
245.000000	0.321600	4.094000	1.671350
241.000000	0.321600	4.094000	1.672500
242.000000	0.322100	4.094000	1.673683
239.000000	0.322100	4.094000	1.675033
239.000000	0.322300	4.094000	1.676200
225.000000	0.322600	4.094000	1.677367
92.000000	0.323300	4.094000	1.678550
87.000000	0.323100	4.094000	1.679717
85.000000	0.323600	4.094000	1.680883
88.000000	0.323600	4.094000	1.682067
88.000000	0.323600	4.094000	1.684833
89.000000	0.324400	4.094000	1.686267
91.000000	0.324400	4.094000	1.687533
87.000000	0.324400	4.094000	1.688700
89.000000	0.324400	4.094000	1.689867
94.000000	0.324400	4.094000	1.691033
90.000000	0.324400	4.094000	1.692200
88.000000	0.324400	4.094000	1.693383
87.000000	0.324400	4.094000	1.694533
89.000000	0.324400	4.094000	1.695867
87.000000	0.324400	4.094000	1.697050
89.000000	0.324400	4.094000	1.698200
91.000000	0.324400	4.094000	1.699367
88.000000	0.324400	4.094000	1.701117
86.000000	0.324600	4.094000	1.702267
89.000000	0.324400	4.094000	1.704883
91.000000	0.324400	4.094000	1.706033
89.000000	0.324400	4.094000	1.707200
88.000000	0.324400	4.094000	1.708383
86.000000	0.324600	4.094000	1.709533
88.000000	0.324400	4.094000	1.710700
91.000000	0.324400	4.094000	1.711883
89.000000	0.324400	4.094000	1.713033
88.000000	0.324400	4.094000	1.714200
88.000000	0.324400	4.094000	1.715383
89.000000	0.324400	4.094000	1.716700
87.000000	0.324400	4.094000	1.718433
88.000000	0.324400	4.094000	1.719600
90.000000	0.324400	4.094000	1.720867
86.000000	0.324600	4.094000	1.722833
88.000000	0.324400	4.094000	1.724533
89.000000	0.324400	4.094000	1.725667
91.000000	0.324400	4.094000	1.726833
90.000000	0.324400	4.094000	1.728017
88.000000	0.324400	4.094000	1.729200
86.000000	0.324600	4.094000	1.730367
89.000000	0.324400	4.094000	1.731550
91.000000	0.324400	4.094000	1.732700
90.000000	0.324400	4.094000	1.733850
91.000000	0.324400	4.094000	1.735567
88.000000	0.324400	4.094000	1.736700
87.000000	0.324400	4.094000	1.737850
91.000000	0.324400	4.094000	1.739000
91.000000	0.324400	4.094000	1.740150
89.000000	0.324400	4.094000	1.741333
87.000000	0.324400	4.094000	1.743967
90.000000	0.324400	4.094000	1.745100
89.000000	0.324400	4.094000	1.746250
90.000000	0.324400	4.094000	1.747417
89.000000	0.324400	4.094000	1.748583
87.000000	0.324400	4.094000	1.749750
92.000000	0.324400	4.094000	1.750933
89.000000	0.324400	4.094000	1.752600
